Filename,vehicleBrand,vehicleModel,vehicleVariant,vehicleType,registrationNumber,productionDate,mileageFromOdometer,vehicleTransmission,fuelType,drivetrain,basePrice,fuelConsumptionCombined,emissionsCO2,companyName,companyLocation,sellerType,locationCity,locationRegion
15359595.html,Kia,ProCeed,Station Wagon,Car,YKO-148,2020,48000,Automatic,Petrol,Front wheel,24870,7.1,163,Autolähde Oy,Tampere,Dealer,Tampere,Pirkanmaa
15362298.html,Toyota,Corolla Verso,MPV,Car,XCI-567,2006,305000,Automatic,Petrol,Front wheel,3200,0.0,184,,,Seller,Pori,Satakunta
15361175.html,Skoda,Superb,Hatchback,Car,KPC-191,2009,483,Automatic,Diesel,Front wheel,2350,0.0,177,,,Seller,Nokia,Pirkanmaa
15361096.html,Peugeot,206,Hatchback,Car,TMG-111,2004,219465,Manual,Petrol,Front wheel,1290,0.0,,,,Seller,Lahti,Päijät-Häme
15372886.html,Peugeot,Expert,Short - Low,Van,VTI-975,2006,325000,Manual,Diesel,Front wheel,1999,0.0,,,,Seller,Iisalmi,Pohjois-Savo
15365113.html,Fiat,Punto,Hatchback,Car,YFC-178,2003,96839,Manual,Petrol,Front wheel,1990,0.0,136,,,Seller,Turku,Varsinais-Suomi
15369142.html,Volvo,XC60,All-terrain SUV,Car,IJP-705,2011,260000,Automatic,Diesel,Four wheel,11500,0.0,184,,,Seller,Nokia,Pirkanmaa
15370397.html,Volkswagen,Kupla,Coupé,Car,HYM-3,1970,26200,Manual,Petrol,Rear wheel,3500,0.0,,,,Seller,Tuusula,Uusimaa
15361251.html,Kia,Sorento,All-terrain SUV,Car,MHY-975,2008,374984,Automatic,Diesel,Four wheel,2100,8.6,,,,Seller,Nurmijärvi,Uusimaa
15359265.html,BMW,318,Station Wagon,Car,FOC-439,2007,217000,Manual,Petrol,Rear wheel,4450,5.5,,,,Seller,Pedersöre,Pohjanmaa
15363320.html,Hyundai,i30,Station Wagon,Car,ZAZ-395,2011,340000,Automatic,Diesel,Front wheel,1400,6.0,,,,Seller,Vantaa,Uusimaa
15371097.html,Volvo,940,Sedan,Car,IIK-702,1997,366701,Manual,Petrol,Rear wheel,3600,0.0,,,,Seller,Kotka,Kymenlaakso
15373932.html,Fiat,Ducato,Normal,Light truck,KSY-838,2004,360000,Manual,Diesel,Front wheel,1500,0.0,,,,Seller,Ylihärmä,Etelä-Pohjanmaa
15369361.html,Subaru,Outback,Station Wagon,Car,THG-135,2004,303000,Automatic,Petrol,Four wheel,1650,0.0,203,,,Seller,Jyväskylä,Keski-Suomi
15364055.html,Mercedes-Benz,C,Station Wagon,Car,OZC-623,2016,285000,Automatic,Petrol,Rear wheel,8250,0.0,,Ace Trading,Tuusula,Dealer,Tuusula,Uusimaa
15370641.html,Tesla,Model 3,Sedan,Car,KXH-785,2025,11000,Automatic,Electric,Rear wheel,43990,0.0,,KIESI Helsinki Konala,Helsinki,Dealer,Helsinki,Uusimaa
15362225.html,Ford,Mondeo,Station Wagon,Car,COR-761,2003,330000,Manual,Petrol,Front wheel,1100,0.0,,,,Seller,Leppävirta,Pohjois-Savo
15366511.html,BMW,116,Hatchback,Car,IJU-244,2009,164000,Manual,Diesel,Rear wheel,3990,0.0,,TarjousAutot.fi,Helsinki,Dealer,Helsinki,Uusimaa
15360912.html,Toyota,Corolla,Station Wagon,Car,ZSG-968,2004,301000,Manual,Petrol,Front wheel,1950,0.0,172,,,Seller,Janakkala,Kanta-Häme
15373232.html,Mitsubishi,L200,Pickup,Car,VIE-887,1998,567956,Manual,Diesel,Four wheel,2000,0.0,,,,Seller,Pori,Satakunta
15359542.html,Toyota,Corolla,Hatchback,Car,KUY-398,2003,172800,Manual,Petrol,Front wheel,2950,0.0,168,,,Seller,Kontiolahti,Pohjois-Karjala
15366975.html,Honda,CR-V,All-terrain SUV,Car,ISY-804,2006,449000,Manual,Diesel,Four wheel,1500,0.0,,Kiwat Autot Hämeenlinna,Hämeenlinna,Dealer,Hämeenlinna,Kanta-Häme
15361261.html,Volkswagen,Golf,Hatchback,Car,YFL-156,2004,195000,Manual,Petrol,Front wheel,1300,0.0,,,,Seller,Valkeakoski,Pirkanmaa
15362149.html,Ford,Transit,Semilong - High,Van,YXM-595,2016,174000,Manual,Diesel,Front wheel,15990,7.4,196,Suomen Työauto,Lieto,Dealer,Lieto,Varsinais-Suomi
15360905.html,Volkswagen,Polo,Hatchback,Car,CMO-309,2019,52600,Manual,Petrol,Front wheel,10250,0.0,,,,Seller,Forssa,Kanta-Häme
15361064.html,Mercedes-Benz,Sprinter,Semilong - Semihigh,Van,GHF-877,2006,183150,Automatic,Diesel,Front wheel,2700,0.0,,,,Seller,Helsinki,Uusimaa
15361161.html,Volkswagen,Golf Plus,MPV,Car,YGK736,2006,359200,Manual,Petrol,Front wheel,1400,0.0,,,,Seller,Kurikka,Etelä-Pohjanmaa
15358575.html,Ford,Transit Connect,Other,Van,CLX-904,2018,82000,Manual,Diesel,Front wheel,12800,0.0,123,PJ-Auto,Peräseinäjoki,Dealer,Peräseinäjoki,Etelä-Pohjanmaa
15364888.html,Ford,Transit,Semilong - Semihigh,Van,YVJ-555,2008,368946,Manual,Diesel,Front wheel,4900,0.0,,,,Seller,Raisio,Varsinais-Suomi
15376276.html,Toyota,Corolla,Hatchback,Car,LNG-155,2004,356000,Manual,Petrol,Front wheel,1800,7.0,168,Autovälitys Peltoniemi Oy,Kajaani,Dealer,Kajaani,Kainuu
15371180.html,BMW,316,Station Wagon,Car,OAI-298,2004,295900,Manual,Petrol,Rear wheel,1500,7.5,177,,,Seller,Joensuu,Pohjois-Karjala
15364890.html,Volkswagen,Touran,MPV,Car,GIB-385,2008,349500,Manual,Diesel,Front wheel,1900,0.0,156,,,Seller,Oulu,Pohjois-Pohjanmaa
15360385.html,Toyota,Land Cruiser,All-terrain SUV,Car,VTE-579,1988,253000,Manual,Diesel,Four wheel,15000,10.0,,,,Seller,Kotka,Kymenlaakso
15374228.html,Mercedes-Benz,E,Station Wagon,Car,GJO-830,2011,570000,Automatic,Diesel,Rear wheel,5150,0.0,159,,,Seller,Hamina,Kymenlaakso
15361025.html,Peugeot,Boxer,Pickup,Van,KHI-1,2008,220000,Manual,Diesel,Front wheel,6890,0.0,,Auto7,Tuusula,Dealer,Tuusula,Uusimaa
15368790.html,BMW,X5,All-terrain SUV,Car,NHM-727,2007,424500,Automatic,Diesel,Four wheel,5700,0.0,,,,Seller,Oulu,Pohjois-Pohjanmaa
15360777.html,Mercedes-Benz,S,Sedan,Car,XYC-875,2000,357500,Automatic,Diesel,Rear wheel,1500,0.0,,,,Seller,Rovaniemi,Lappi
15369864.html,Opel,Combo,Long - Low,Van,ERC-383,2019,126000,Manual,Diesel,Front wheel,9990,0.0,110,AutoQ Oy,Hämeenlinna,Dealer,Hämeenlinna,Kanta-Häme
15368796.html,Volvo,V70,Station Wagon,Car,LYL-105,2001,385845,Automatic,Petrol,Front wheel,1500,0.0,,,,Seller,Aura,Varsinais-Suomi
15365231.html,Ford,Mustang,Coupé,Car,SOR-348,1965,,Manual,Petrol,Rear wheel,22900,0.0,,,,Seller,Lahti,Päijät-Häme
15364476.html,Mitsubishi,L200,Pickup,Van,CTM-465,2010,259000,Manual,Diesel,Four wheel,11490,0.0,228,Autotalo Sollo Oy,Lappeenranta,Dealer,Lappeenranta,Etelä-Karjala
15358722.html,Honda,Civic,Hatchback,Car,ZMC-781,2007,211000,Manual,Petrol,Front wheel,4150,6.6,156,HuippuAuto,Vantaa,Dealer,Vantaa,Uusimaa
15362440.html,Audi,A6 Allroad,Station Wagon,Car,FPH-390,2006,370000,Automatic,Diesel,Four wheel,1700,7.5,,,,Seller,Vantaa,Uusimaa
15368832.html,Volkswagen,Caddy Maxi,MPV,Car,LOL-647,2018,246000,Automatic,Diesel,Front wheel,14500,0.0,133,,,Seller,Lumijoki,Pohjois-Pohjanmaa
15373665.html,BMW,320,Station Wagon,Car,NLB-129,2008,310000,Automatic,Diesel,Four wheel,5990,0.0,,,,Seller,Seinäjoki,Etelä-Pohjanmaa
15368729.html,BMW,518,Station Wagon,Car,BXV-787,2020,310000,Automatic,Diesel,Rear wheel,14890,0.0,123,Cardeal Group,Tampere,Dealer,Ylöjärvi,Pirkanmaa
15365450.html,Toyota,Yaris,Hatchback,Car,HBI-638,2007,293000,Manual,Petrol,Front wheel,2550,0.0,141,,,Seller,Petäjävesi,Keski-Suomi
15360131.html,Volvo,V70,Station Wagon,Car,FGB-518,1998,553000,Automatic,Diesel,Front wheel,1000,0.0,,,,Seller,Iitti,Päijät-Häme
15361428.html,Mitsubishi,Colt,Hatchback,Car,CMV-351,2003,113000,Manual,Petrol,Front wheel,1650,0.0,156,,,Seller,Lappeenranta,Etelä-Karjala
15374166.html,Audi,A4,Station Wagon,Car,BZZ-493,2002,,Manual,Petrol,Four wheel,2100,0.0,,,,Seller,Oulunsalo,Pohjois-Pohjanmaa
15360304.html,Volkswagen,Golf,Hatchback,Car,NFN-261,1999,211000,Manual,Petrol,Front wheel,3650,0.0,,,,Seller,Huittinen,Satakunta
15360714.html,Suzuki,Liana,Hatchback,Car,HYZ-588,2002,131000,Manual,Petrol,Four wheel,1320,0.0,,,,Seller,Tyrnävä,Pohjois-Pohjanmaa
15365108.html,Fiat,500,Hatchback,Car,VXM-815,2014,132000,Manual,Petrol,Front wheel,5190,0.0,113,,,Seller,Mäntsälä,Uusimaa
15364773.html,Citroen,C3,Hatchback,Car,NHF-590,2007,182100,Manual,Petrol,Front wheel,1200,0.0,155,,,Seller,Joensuu,Pohjois-Karjala
15366364.html,Nissan,King Cab,Pickup,Car,YCK-605,1999,480000,Manual,Diesel,Four wheel,1500,0.0,,,,Seller,Virrat,Pirkanmaa
15359987.html,Citroen,Jumpy,Short - Low,Van,OSY-635,2007,425777,Manual,Diesel,Front wheel,1200,0.0,,,,Seller,Huittinen,Satakunta
15364241.html,Ford,Mondeo,Sedan,Car,SOF-933,2002,179000,Manual,Petrol,Front wheel,2450,7.5,180,PH Auto,Joensuu,Dealer,Joensuu,Pohjois-Karjala
15359161.html,Jeep,Grand Cherokee,All-terrain SUV,Car,VLF-121,1999,157800,Automatic,Petrol,Four wheel,4900,0.0,,,,Seller,Asikkala,Päijät-Häme
15372453.html,Mercedes-Benz,C,Sedan,Car,HEZ-351,1993,425000,Manual,Petrol,Rear wheel,3499,0.0,,,,Seller,Loppi,Kanta-Häme
15360698.html,Skoda,Octavia,Hatchback,Car,IHN-257,2008,328000,Manual,Diesel,Front wheel,1590,6.0,130,,,Seller,Mäntsälä,Uusimaa
15375115.html,Audi,A4,Sedan,Car,SHZ-391,2009,205300,Automatic,Petrol,Front wheel,3900,6.6,169,,,Seller,Kemiönsaari,Varsinais-Suomi
15372042.html,Audi,A1,Hatchback,Car,EUK-415,2011,110000,Automatic,Petrol,Front wheel,8490,5.3,122,Etelän Autoliike - Porvoo,Porvoo,Dealer,Porvoo,Uusimaa
15375637.html,Volkswagen,Golf,Hatchback,Car,BOF-237,2004,269589,Manual,Petrol,Front wheel,1000,0.0,,,,Seller,Korsnäs,Pohjanmaa
15359081.html,Opel,Astra,Station Wagon,Car,YHO-375,2011,312000,Manual,Petrol,Front wheel,2200,0.0,144,,,Seller,Vantaa,Uusimaa
15363781.html,Cadillac,De Ville,Sedan,Car,JOI-42,1969,,Automatic,Petrol,Rear wheel,12600,0.0,,,,Seller,Pälkäne,Pirkanmaa
15375804.html,Toyota,Auris,Hatchback,Car,GLJ-378,2014,207000,Automatic,Petrol,Front wheel,10500,5.7,134,,,Seller,Jyväskylä,Keski-Suomi
15358314.html,Polestar,2,Hatchback,Car,NV-5462,2024,19000,Automatic,Electric,Rear wheel,40990,0.0,,KIESI Espoo Koskelo,Espoo,Dealer,Espoo,Uusimaa
15370262.html,Audi,A4,Sedan,Car,MBG-882,2003,280000,Automatic,Petrol,Front wheel,1180,0.0,,,,Seller,Nakkila,Satakunta
15371022.html,Hyundai,i30,Station Wagon,Car,VRY-143,2008,386000,Manual,Diesel,Front wheel,1300,4.7,128,,,Seller,Joensuu,Pohjois-Karjala
15358885.html,Mitsubishi,Outlander,Station Wagon,Car,IPG-690,2004,356000,Automatic,Petrol,Four wheel,2888,0.0,240,,,Seller,Hämeenlinna,Kanta-Häme
15373046.html,Ford,Focus,Station Wagon,Car,ILS-868,2014,215000,Manual,Petrol,Front wheel,5900,5.1,117,Saka Finland Oy Kouvola,Kouvola,Dealer,Kouvola,Kymenlaakso
15358945.html,Renault,Twingo,Hatchback,Car,YEL-641,2002,113800,Manual,Petrol,Front wheel,1250,0.0,,,,Seller,Uusikaupunki,Varsinais-Suomi
15368052.html,Toyota,Yaris Verso,MPV,Car,VVK-273,2002,304000,Manual,Petrol,Front wheel,1450,0.0,,Paiturin Autotalo,Kempele,Dealer,Kempele,Pohjois-Pohjanmaa
15358763.html,Nissan,Micra,Hatchback,Car,GEF-173,2000,184519,Manual,Petrol,Front wheel,1300,0.0,,,,Seller,Kemi,Lappi
15363117.html,Honda,Accord,Station Wagon,Van,IXY-461,2007,416000,Manual,Diesel,Front wheel,1690,5.9,155,Autosi,Lempäälä,Dealer,Lempäälä,Pirkanmaa
15363559.html,Chevrolet,Silverado,Extension cabin,Light truck,APY-467,2002,186000,Automatic,Diesel,Four wheel,14500,0.0,,,,Seller,Lappeenranta,Etelä-Karjala
15363846.html,Volvo,V70,Station Wagon,Car,ZNC-924,2015,317610,Automatic,Petrol,Front wheel,10900,6.8,121,AutoLinkki Kempele,Kempele,Dealer,Kempele,Pohjois-Pohjanmaa
15359380.html,Opel,Vivaro,Long - Low,Van,FMR-702,2018,163000,Manual,Diesel,Front wheel,9980,0.0,,SKA Motors,Valkeakoski,Dealer,Valkeakoski,Pirkanmaa
15358984.html,Citroen,C5,Station Wagon,Car,EKY-970,2010,292000,Manual,Diesel,Front wheel,2000,5.3,130,,,Seller,Seinäjoki,Etelä-Pohjanmaa
15368792.html,Ford,Mondeo,Hatchback,Car,XVN-458,2014,179200,Manual,Petrol,Front wheel,7200,0.0,149,,,Seller,Espoo,Uusimaa
15373512.html,Toyota,Avensis,Station Wagon,Car,CTK-962,2015,154500,Automatic,Petrol,Front wheel,15500,0.0,154,,,Seller,Turku,Varsinais-Suomi
15365857.html,Mercedes-Benz,C,Station Wagon,Car,YIN-249,2011,413000,Automatic,Diesel,Rear wheel,6000,6.0,,,,Seller,Ilmajoki,Etelä-Pohjanmaa
15371080.html,Nissan,Almera,Hatchback,Car,VAY-174,2007,142000,Manual,Petrol,Front wheel,3200,0.0,160,,,Seller,Seinäjoki,Etelä-Pohjanmaa
15360635.html,Volvo,740,Sedan,Car,MGZ-605,1989,299000,Manual,Petrol,Rear wheel,1500,0.0,,,,Seller,Pelkosenniemi,Lappi
15360490.html,Ford,Transit,Extension cabin,Light truck,LCF-979,2001,506000,Manual,Diesel,Rear wheel,3500,0.0,,,,Seller,Hämeenlinna,Kanta-Häme
15358726.html,Hyundai,i20,Hatchback,Car,OUH-675,2014,69000,Manual,Petrol,Front wheel,6450,4.9,114,MenoBil Oy,Raisio,Dealer,Raisio,Varsinais-Suomi
15370697.html,Toyota,Corolla,Station Wagon,Car,YCA-451,1998,414000,Manual,Petrol,Front wheel,1350,0.0,,Kylmälä Oy,Kaarina,Dealer,Kaarina,Varsinais-Suomi
15361324.html,Volkswagen,Passat,Station Wagon,Car,KAZ-829,2003,334000,Manual,Petrol,Four wheel,1800,0.0,,,,Seller,Espoo,Uusimaa
15358612.html,Kia,Sportage,All-terrain SUV,Car,NGK-219,2005,349000,Automatic,Petrol,Four wheel,1600,0.0,,,,Seller,Pori,Satakunta
15361445.html,Toyota,Avensis,Sedan,Car,VGY-564,1998,252334,Manual,Petrol,Front wheel,1800,0.0,,,,Seller,Mäntyharju,Etelä-Savo
15371907.html,Volkswagen,Transporter,MPV,Van,BUS-973,2018,240468,Manual,Diesel,Front wheel,15700,0.0,174,,,Seller,Siilinjärvi,Pohjois-Savo
15368245.html,Opel,Corsa-e,Hatchback,Car,MZI-237,2021,84000,Automatic,Electric,Front wheel,13490,0.0,,KIESI Espoo Koskelo,Espoo,Dealer,Espoo,Uusimaa
15377655.html,Skoda,Superb,Hatchback,Car,TTY-827,2009,,Manual,Diesel,Front wheel,1600,0.0,150,,,Seller,Vantaa,Uusimaa
15369174.html,MINI,Cooper S,Station Wagon,Car,LYU-808,2009,203000,Manual,Petrol,Front wheel,6900,0.0,,,,Seller,Jyväskylä,Keski-Suomi
15368671.html,Volkswagen,Passat,Sedan,Car,ZPI-105,2006,310000,Manual,Petrol,Front wheel,1105,0.0,,,,Seller,Kajaani,Kainuu
15361432.html,Volkswagen,Transporter,Long - Low,Van,GHE-199,2006,405000,Manual,Diesel,Four wheel,6200,0.0,,,,Seller,Oulu,Pohjois-Pohjanmaa
15360297.html,Toyota,Hilux,Pickup,Van,ZJA-341,2009,254000,Manual,Diesel,Four wheel,19900,0.0,219,,,Seller,Vaasa,Pohjanmaa
15358839.html,BMW,318,Station Wagon,Car,ZZC-846,2008,375000,Manual,Petrol,Rear wheel,1450,0.0,,,,Seller,Rauma,Satakunta
15365848.html,BMW,530,Sedan,Car,CKA-291,2005,284000,Automatic,Petrol,Rear wheel,6000,10.0,,,,Seller,Heinola,Päijät-Häme
15364712.html,BMW,523,Sedan,Car,MIT-251,1999,462000,Automatic,Petrol,Rear wheel,2299,0.0,,,,Seller,Sastamala,Pirkanmaa
15367053.html,Citroen,C5,Station Wagon,Car,BPK-129,2011,279503,Automatic,Petrol,Front wheel,1200,6.0,169,,,Seller,Vaasa,Pohjanmaa
15367427.html,Mitsubishi,Outlander PHEV,All-terrain SUV,Car,VZY-966,2014,124000,Automatic,Hybrid (petrol/electric),Four wheel,9500,1.8,44,,,Seller,Espoo,Uusimaa
15375709.html,Toyota,Corolla,Hatchback,Car,VNF-396,2002,262000,Manual,Petrol,Front wheel,1000,0.0,,,,Seller,Turku,Varsinais-Suomi
15375484.html,Toyota,Verso,Other,Car,YEV-251,2003,273000,Manual,Petrol,Front wheel,1450,0.0,157,,,Seller,Savonlinna,Etelä-Savo
15370023.html,Volvo,740,Sedan,Car,UXC-744,1984,,Manual,E85/petrol,Rear wheel,7300,0.0,,,,Seller,Vantaa,Uusimaa
15375008.html,Renault,Grand Scenic,MPV,Car,LHY-282,2007,254683,Manual,Petrol,Front wheel,1000,0.0,,,,Seller,Kemi,Lappi
15364570.html,Polestar,2,Hatchback,Car,NV-5465,2021,65000,Automatic,Electric,Four wheel,31690,0.0,,KIESI Espoo Koskelo,Espoo,Dealer,Espoo,Uusimaa
15365137.html,Honda,Stream,MPV,Car,CFJ-142,2001,328000,Manual,Petrol,Front wheel,1270,0.0,,,,Seller,Kankaanpää,Satakunta
15372953.html,Ford,Focus,Sedan,Car,SHI-666,2006,286000,Manual,Petrol,Front wheel,1300,0.0,,,,Seller,Rauma,Satakunta
15359943.html,Volvo,V60,Station Wagon,Car,ZJM-445,2012,329600,Automatic,Diesel,Front wheel,5950,5.7,149,,,Seller,Hyvinkää,Uusimaa
15366416.html,Opel,Astra,Racing vehicle,Car,,1994,,Manual,Petrol,Front wheel,9900,0.0,,,,Seller,Jyväskylä,Keski-Suomi
15363123.html,Nissan,X-Trail,All-terrain SUV,Car,XOJ-716,2017,213000,Automatic,Diesel,Front wheel,9800,0.0,139,,,Seller,Mikkeli,Etelä-Savo
15368434.html,Mercedes-Benz,CLK,Coupé,Car,GMV-617,2003,222700,Automatic,Petrol,Rear wheel,4490,10.4,250,Autohalli.Com Raisio,Raisio,Dealer,Raisio,Varsinais-Suomi
15367290.html,Volvo,V70,Station Wagon,Car,XRG-562,2005,319346,Manual,Petrol,Front wheel,3290,0.0,220,,,Seller,Vantaa,Uusimaa
15368508.html,Mitsubishi,Pajero,All-terrain SUV,Car,NAG-95,1990,495000,Manual,Diesel,Four wheel,1500,0.0,,,,Seller,Liminka,Pohjois-Pohjanmaa
15361472.html,Audi,A6 Allroad,Station Wagon,Car,JBF-94,2001,239000,Automatic,Petrol,Four wheel,3800,0.0,,,,Seller,Keminmaa,Lappi
15365464.html,Mercedes-Benz,Sprinter,Other,Car,CJN-134,2009,678000,Automatic,Diesel,Rear wheel,8950,0.0,,,,Seller,Janakkala,Kanta-Häme
15360350.html,Toyota,Yaris,Hatchback,Car,VXX-706,2015,174000,Manual,Petrol,Front wheel,8700,4.9,114,,,Seller,Pöytyä,Varsinais-Suomi
15372120.html,Volkswagen,Golf,Hatchback,Car,IOZ-333,2008,191000,Automatic,Petrol,Front wheel,3950,0.0,169,,,Seller,Pöytyä,Varsinais-Suomi
15369540.html,Ford,Focus,Sedan,Car,MKK-554,2013,130000,Manual,Petrol,Front wheel,7490,6.0,139,Autotalo Lahtinen Oy,Jyväskylä,Dealer,Jyväskylä,Keski-Suomi
15370829.html,Tesla,Model 3,Sedan,Car,COR-733,2020,157500,Automatic,Electric,Four wheel,23400,0.0,,,,Seller,Kotka,Kymenlaakso
15373671.html,Hyundai,i30,Station Wagon,Car,EOI-583,2011,3130000,Manual,Diesel,Front wheel,1490,0.0,119,,,Seller,Kauhajoki,Etelä-Pohjanmaa
15359714.html,Volkswagen,Golf,Hatchback,Car,BRC-701,2013,196000,Manual,Petrol,Front wheel,5200,0.0,113,,,Seller,Pirkkala,Pirkanmaa
15362744.html,Ford,Focus,Station Wagon,Car,UOF-873,2011,265345,Manual,Petrol,Front wheel,2490,6.8,159,,,Seller,Hamina,Kymenlaakso
15368680.html,Dodge,Journey,MPV,Car,YVJ-921,2008,272414,Automatic,Diesel,Front wheel,1700,0.0,186,,,Seller,Helsinki,Uusimaa
15362850.html,Skoda,Octavia,Hatchback,Car,EPZ-423,2004,257000,Manual,Petrol,Front wheel,1490,0.0,168,,,Seller,Isokyrö,Etelä-Pohjanmaa
15363756.html,Ford,Focus,Hatchback,Car,IOI-115,2005,195000,Manual,Petrol,Front wheel,1700,0.0,161,,,Seller,Kuopio,Pohjois-Savo
15360159.html,Volkswagen,Golf,Hatchback,Car,KAF-632,2005,315000,Manual,Petrol,Front wheel,1600,7.0,,,,Seller,Lahti,Päijät-Häme
15361282.html,BMW,320,Coupé,Car,TNY-568,2008,470000,Automatic,Diesel,Rear wheel,5800,0.0,,,,Seller,Tervola,Lappi
15364708.html,Skoda,Octavia,Sedan,Car,FJF-971,2009,245000,Manual,Petrol,Front wheel,3750,6.3,148,JVK CARS,Ylöjärvi,Dealer,Ylöjärvi,Pirkanmaa
15372649.html,Toyota,Avensis,Station Wagon,Car,LEG-217,2003,270000,Manual,Petrol,Front wheel,1500,0.0,,,,Seller,Ylöjärvi,Pirkanmaa
15372713.html,Toyota,Land Cruiser,All-terrain SUV,Car,KOV-658,1997,362000,Manual,Diesel,Four wheel,6200,0.0,,,,Seller,Pyhäntä,Pohjois-Pohjanmaa
15358526.html,Ford,Fiesta,Hatchback,Car,GKY-594,2013,203000,Manual,Petrol,Front wheel,3250,0.0,99,,,Seller,Tuusula,Uusimaa
15367952.html,Toyota,Corolla,Hatchback,Car,RSI-358,2002,365000,Manual,Petrol,Front wheel,1500,7.0,159,,,Seller,Keuruu,Keski-Suomi
15367117.html,Volvo,240,Station Wagon,Car,XFE-331,1990,146000,Automatic,Petrol,Rear wheel,4650,0.0,,Malisen mekaniikka,Alajärvi,Dealer,Alajärvi,Etelä-Pohjanmaa
15373752.html,Alfa Romeo,Mito,Hatchback,Car,ULF-746,2010,206000,Automatic,Petrol,Front wheel,2600,0.0,126,,,Seller,Riihimäki,Kanta-Häme
15362024.html,Mercedes-Benz,Sprinter,Extension cabin,Light truck,MLP-759,2007,490000,Manual,Diesel,Rear wheel,3200,0.0,,,,Seller,Savitaipale,Etelä-Karjala
15371789.html,Volkswagen,Transporter,Middle long - Low,Van,SYL-335,2001,440000,Manual,Diesel,Front wheel,1400,0.0,,,,Seller,Oulu,Pohjois-Pohjanmaa
15368664.html,Toyota,Avensis,Station Wagon,Car,SRI-525,2006,438500,Manual,Diesel,Front wheel,2100,0.0,158,,,Seller,Pirkkala,Pirkanmaa
15372675.html,Nissan,Almera,Sedan,Car,XAF-568,2002,268000,Manual,Petrol,Front wheel,1350,0.0,183,,,Seller,Ähtäri,Etelä-Pohjanmaa
15363903.html,Toyota,Corolla Verso,MPV,Car,JGA-239,2005,325000,Manual,Petrol,Front wheel,1590,0.0,178,Ayman mohamed,Karkkila,Dealer,Karkkila,Uusimaa
15363438.html,Mitsubishi,Pajero,All-terrain SUV,Car,NZF-9,1994,298000,Manual,Diesel,Four wheel,1300,9.0,20,,,Seller,Kaavi,Pohjois-Savo
15360792.html,Hyundai,i20,Hatchback,Car,CIS-334,2013,132000,Manual,Petrol,Front wheel,1400,5.5,114,,,Seller,Paimio,Varsinais-Suomi
15366963.html,Toyota,Hiace,Short - Low,Van,VLP-148,1982,,Manual,Diesel,Rear wheel,3500,0.0,,,,Seller,Jämsä,Keski-Suomi
15361567.html,Isuzu,D-Max,Pickup,Van,MTH-028,2016,212000,Automatic,Diesel,Four wheel,21990,0.0,,Jonnismotor Oy,Kokkola,Dealer,Kokkola,Keski-Pohjanmaa
15358898.html,Ford,Mondeo,Station Wagon,Car,HKY-973,2010,460000,Automatic,Diesel,Front wheel,1250,0.0,187,,,Seller,Vaasa,Pohjanmaa
15359157.html,Mercedes-Benz,E,Sedan,Car,HGY-786,1995,570000,Manual,Diesel,Rear wheel,2500,0.0,,,,Seller,Kalajoki,Pohjois-Pohjanmaa
15363366.html,Renault,Master,A separate load area,Van,ZNR-1,2021,121000,Manual,Diesel,Front wheel,29890,7.3,191,Auto7,Tuusula,Dealer,Tuusula,Uusimaa
15368723.html,MINI,One,Hatchback,Car,BRC-909,2008,145000,Manual,Petrol,Front wheel,2500,5.4,,,,Seller,Kirkkonummi,Uusimaa
15370565.html,Skoda,Superb,Station Wagon,Car,MLT-236,2014,303579,Automatic,Diesel,Front wheel,1000,0.0,122,,,Seller,Nokia,Pirkanmaa
15363762.html,BMW,530,Sedan,Car,CGN844,2008,530000,Automatic,Diesel,Four wheel,4290,0.0,,Samlas avoin yhtiö,Ilmajoki,Dealer,Ilmajoki,Etelä-Pohjanmaa
15372784.html,Mercedes-Benz,C,Sedan,Car,AOY-118,2008,235000,Manual,Diesel,Rear wheel,6400,5.7,149,Saimaan Autopiste,Mikkeli,Dealer,Mikkeli,Etelä-Savo
15374664.html,Audi,A6,Sedan,Car,AGZ-769,1996,549000,Automatic,E85/petrol,Four wheel,1650,0.0,,,,Seller,Lahti,Päijät-Häme
15360972.html,Toyota,Celica,Hatchback,Car,SUF-481,1990,314000,Manual,Petrol,Front wheel,4250,0.0,,,,Seller,Iisalmi,Pohjois-Savo
15361669.html,Skoda,Karoq,All-terrain SUV,Car,ZNM-937,2020,95000,Automatic,Petrol,Front wheel,22900,6.4,145,Future Store Drivalia,Vantaa,Dealer,Vantaa,Uusimaa
15371545.html,Citroen,C3,Hatchback,Car,GIK-377,2009,139500,Manual,Petrol,Front wheel,1350,0.0,145,,,Seller,Nastola,Päijät-Häme
15363767.html,Opel,Astra,Station Wagon,Car,XRY-349,2011,218943,Manual,Petrol,Front wheel,1000,0.0,158,,,Seller,Turku,Varsinais-Suomi
15368726.html,Volvo,PV,Sedan,Car,VEP-30,1964,,Manual,Petrol,Rear wheel,1600,0.0,,,,Seller,Ikaalinen,Pirkanmaa
15359858.html,Toyota,Corolla,Station Wagon,Car,YKL-799,2020,92000,Automatic,Hybrid (petrol/electric),Front wheel,21900,5.0,89,,,Seller,Kangasala,Pirkanmaa
15360602.html,BMW,330,Sedan,Car,NIC-815,2006,376000,Manual,Petrol,Rear wheel,6200,0.0,,,,Seller,Helsinki,Uusimaa
